method	dataset	time
TPOT-MDR+EKF	2w_10a_0.1	2380.6222603321075
TPOT-MDR+EKF	2w_10a_0.1	2334.49417924881
TPOT-MDR+EKF	2w_10a_0.1	2252.574453830719
TPOT-MDR+EKF	2w_10a_0.1	2237.8312816619873
TPOT-MDR+EKF	2w_10a_0.1	2313.1494810581207
TPOT-MDR+EKF	2w_10a_0.1	2280.881683111191
TPOT-MDR+EKF	2w_10a_0.1	2258.121450662613
TPOT-MDR+EKF	2w_10a_0.1	1970.9983608722687
TPOT-MDR+EKF	2w_10a_0.1	2142.44535946846
TPOT-MDR+EKF	2w_10a_0.1	2331.2675201892853
TPOT-MDR+EKF	2w_10a_0.1	2321.734193086624
TPOT-MDR+EKF	2w_10a_0.1	2307.5910539627075
TPOT-MDR+EKF	2w_10a_0.1	2377.039494752884
TPOT-MDR+EKF	2w_10a_0.1	2265.7314076423645
TPOT-MDR+EKF	2w_10a_0.1	2242.7829105854034
TPOT-MDR+EKF	2w_10a_0.1	2308.9153637886047
TPOT-MDR+EKF	2w_10a_0.2	7485.838893175125
TPOT-MDR+EKF	2w_10a_0.2	1249.9511725902557
TPOT-MDR+EKF	2w_10a_0.2	2560.58855676651
TPOT-MDR+EKF	2w_10a_0.2	2525.0030772686005
TPOT-MDR+EKF	2w_10a_0.2	2599.821295261383
TPOT-MDR+EKF	2w_10a_0.2	2561.162618160248
TPOT-MDR+EKF	2w_10a_0.2	2531.3651621341705
TPOT-MDR+EKF	2w_10a_0.2	2537.666591644287
TPOT-MDR+EKF	2w_10a_0.2	2574.88658952713
TPOT-MDR+EKF	2w_10a_0.2	2501.2779920101166
TPOT-MDR+EKF	2w_10a_0.2	2620.4917709827423
TPOT-MDR+EKF	2w_10a_0.2	2362.135746717453
TPOT-MDR+EKF	2w_10a_0.2	2706.7317485809326
TPOT-MDR+EKF	2w_10a_0.2	2493.9858210086823
TPOT-MDR+EKF	2w_10a_0.2	2601.531102657318
TPOT-MDR+EKF	2w_10a_0.4	62909.615359544754
TPOT-MDR+EKF	2w_100a_0.05	9765.603808403015
TPOT-MDR+EKF	2w_100a_0.05	10786.280141830444
TPOT-MDR+EKF	2w_100a_0.05	9111.428318738937
TPOT-MDR+EKF	2w_100a_0.05	10561.315143585205
TPOT-MDR+EKF	2w_100a_0.05	11179.81799697876
TPOT-MDR+EKF	2w_100a_0.05	13219.228137731552
TPOT-MDR+EKF	2w_100a_0.05	10486.188176870346
TPOT-MDR+EKF	2w_100a_0.05	27444.910268306732
TPOT-MDR+EKF	2w_100a_0.05	11750.593908309937
TPOT-MDR+EKF	2w_100a_0.05	10507.408168554306
TPOT-MDR+EKF	2w_100a_0.05	9897.635035514832
TPOT-MDR+EKF	2w_100a_0.05	11276.819428920746
TPOT-MDR+EKF	2w_100a_0.05	8835.816257715225
TPOT-MDR+EKF	2w_100a_0.05	11370.39859342575
TPOT-MDR+EKF	2w_100a_0.05	12327.555395364761
TPOT-MDR+EKF	2w_100a_0.05	8137.748263120651
TPOT-MDR+EKF	2w_100a_0.05	9596.29233789444
TPOT-MDR+EKF	2w_100a_0.05	8812.355873346329
TPOT-MDR+EKF	2w_100a_0.05	8701.367886304855
TPOT-MDR+EKF	2w_100a_0.05	9938.775772094727
TPOT-MDR+EKF	2w_100a_0.05	9974.964035749435
TPOT-MDR+EKF	2w_100a_0.05	9636.57368350029
TPOT-MDR+EKF	2w_100a_0.05	10349.48310804367
TPOT-MDR+EKF	2w_100a_0.05	9880.714288711548
TPOT-MDR+EKF	2w_100a_0.05	9537.54589009285
TPOT-MDR+EKF	2w_100a_0.05	9326.441231250763
TPOT-MDR+EKF	2w_100a_0.05	11304.688829421997
TPOT-MDR+EKF	2w_100a_0.05	14415.773501873016
TPOT-MDR+EKF	2w_100a_0.05	10585.2122900486
TPOT-MDR+EKF	2w_100a_0.05	11483.325766086578
TPOT-MDR+EKF	2w_100a_0.1	12358.504590272903
TPOT-MDR+EKF	2w_100a_0.1	12908.938380718231
TPOT-MDR+EKF	2w_100a_0.1	12166.866582632065
TPOT-MDR+EKF	2w_100a_0.1	13642.143530368805
TPOT-MDR+EKF	2w_100a_0.1	12989.573455095291
TPOT-MDR+EKF	2w_100a_0.1	14016.457938194275
TPOT-MDR+EKF	2w_100a_0.1	12763.876881599426
TPOT-MDR+EKF	2w_100a_0.1	13533.455290317535
TPOT-MDR+EKF	2w_100a_0.1	12458.651628017426
TPOT-MDR+EKF	2w_100a_0.1	13095.411866903305
TPOT-MDR+EKF	2w_100a_0.1	11794.093660593033
TPOT-MDR+EKF	2w_100a_0.1	12833.593533754349
TPOT-MDR+EKF	2w_100a_0.1	11873.145723342896
TPOT-MDR+EKF	2w_100a_0.1	13078.527012348175
TPOT-MDR+EKF	2w_100a_0.1	12951.806144952774
TPOT-MDR+EKF	2w_100a_0.1	11777.159096956253
TPOT-MDR+EKF	2w_100a_0.1	13050.923760414124
TPOT-MDR+EKF	2w_100a_0.1	12595.737459659576
TPOT-MDR+EKF	2w_100a_0.1	13268.327289104462
TPOT-MDR+EKF	2w_100a_0.1	12632.888777017593
TPOT-MDR+EKF	2w_100a_0.1	13875.769478559494
TPOT-MDR+EKF	2w_100a_0.1	13101.947719573975
TPOT-MDR+EKF	2w_100a_0.1	13215.636462926865
TPOT-MDR+EKF	2w_100a_0.1	11205.300855875015
TPOT-MDR+EKF	2w_100a_0.1	12457.72057723999
TPOT-MDR+EKF	2w_100a_0.1	13566.922425746918
TPOT-MDR+EKF	2w_100a_0.1	13900.523497581482
TPOT-MDR+EKF	2w_100a_0.1	12113.386101722717
TPOT-MDR+EKF	2w_100a_0.1	11979.24688410759
TPOT-MDR+EKF	2w_100a_0.1	12592.498053789139
TPOT-MDR+EKF	2w_100a_0.2	14601.56957745552
TPOT-MDR+EKF	2w_100a_0.2	14199.234145641327
TPOT-MDR+EKF	2w_100a_0.2	13420.708252191544
TPOT-MDR+EKF	2w_100a_0.2	14934.050684690475
TPOT-MDR+EKF	2w_100a_0.2	14274.784293413162
TPOT-MDR+EKF	2w_100a_0.2	13257.284346103668
TPOT-MDR+EKF	2w_100a_0.2	14498.535345554352
TPOT-MDR+EKF	2w_100a_0.2	14168.462720394135
TPOT-MDR+EKF	2w_100a_0.2	14230.708290576935
TPOT-MDR+EKF	2w_100a_0.2	14653.998170137405
TPOT-MDR+EKF	2w_100a_0.2	14373.070756435394
TPOT-MDR+EKF	2w_100a_0.2	15002.415177345276
TPOT-MDR+EKF	2w_100a_0.2	14075.216443300247
TPOT-MDR+EKF	2w_100a_0.2	13928.915646076202
TPOT-MDR+EKF	2w_100a_0.2	14522.951064109802
TPOT-MDR+EKF	2w_100a_0.2	13797.397414445877
TPOT-MDR+EKF	2w_100a_0.2	14818.895698070526
TPOT-MDR+EKF	2w_100a_0.2	14308.422711849213
TPOT-MDR+EKF	2w_100a_0.2	14501.354273796082
TPOT-MDR+EKF	2w_100a_0.2	14038.35398197174
TPOT-MDR+EKF	2w_100a_0.2	14317.35732126236
TPOT-MDR+EKF	2w_100a_0.2	12882.56039261818
TPOT-MDR+EKF	2w_100a_0.2	14020.398083686829
TPOT-MDR+EKF	2w_100a_0.2	13275.656422138214
TPOT-MDR+EKF	2w_100a_0.2	13320.200354337692
TPOT-MDR+EKF	2w_100a_0.2	14044.509689569473
TPOT-MDR+EKF	2w_100a_0.2	14314.465290307999
TPOT-MDR+EKF	2w_100a_0.2	14179.583494663239
TPOT-MDR+EKF	2w_100a_0.2	14259.021048545837
TPOT-MDR+EKF	2w_100a_0.2	14618.165988206863
TPOT-MDR+EKF	2w_100a_0.4	13856.905254364014
TPOT-MDR+EKF	2w_100a_0.4	10044.493652582169
TPOT-MDR+EKF	2w_100a_0.4	10030.127361059189
TPOT-MDR+EKF	2w_100a_0.4	10080.54543375969
TPOT-MDR+EKF	2w_100a_0.4	9016.22074341774
TPOT-MDR+EKF	2w_100a_0.4	10594.017663002014
TPOT-MDR+EKF	2w_100a_0.4	10335.228642463684
TPOT-MDR+EKF	2w_100a_0.4	10280.746104717255
TPOT-MDR+EKF	2w_100a_0.4	13566.691701889038
TPOT-MDR+EKF	2w_100a_0.4	13079.150099992752
TPOT-MDR+EKF	2w_100a_0.4	13945.795640230179
TPOT-MDR+EKF	2w_100a_0.4	13538.107555627823
TPOT-MDR+EKF	2w_100a_0.4	10354.263531923294
TPOT-MDR+EKF	2w_100a_0.4	12764.37797832489
TPOT-MDR+EKF	2w_100a_0.4	14218.95050239563
TPOT-MDR+EKF	2w_100a_0.4	12829.417257070541
TPOT-MDR+EKF	2w_100a_0.4	13989.657942533493
TPOT-MDR+EKF	2w_100a_0.4	13827.41427063942
TPOT-MDR+EKF	2w_100a_0.4	14261.896759748459
TPOT-MDR+EKF	2w_100a_0.4	13822.700658082962
TPOT-MDR+EKF	2w_100a_0.4	14317.853911399841
TPOT-MDR+EKF	2w_100a_0.4	12819.083008289337
TPOT-MDR+EKF	2w_100a_0.4	9844.751127958298
TPOT-MDR+EKF	2w_100a_0.4	14412.788229942322
TPOT-MDR+EKF	2w_100a_0.4	11997.668880701065
TPOT-MDR+EKF	2w_100a_0.4	10502.275451660156
TPOT-MDR+EKF	2w_100a_0.4	9516.321986913681
TPOT-MDR+EKF	2w_100a_0.4	10303.23115825653
TPOT-MDR+EKF	2w_100a_0.4	10058.865308523178
TPOT-MDR+EKF	2w_100a_0.4	9721.085823774338
TPOT-MDR+EKF	2w_1000a_0.05	81462.59207129478
TPOT-MDR+EKF	2w_1000a_0.05	91094.34070968628
TPOT-MDR+EKF	2w_1000a_0.05	192865.8175213337
TPOT-MDR+EKF	2w_1000a_0.05	90542.74514436722
TPOT-MDR+EKF	2w_1000a_0.05	87183.96768331528
TPOT-MDR+EKF	2w_1000a_0.05	77881.73992538452
TPOT-MDR+EKF	2w_1000a_0.05	79944.53611683846
TPOT-MDR+EKF	2w_1000a_0.05	92050.23874807358
TPOT-MDR+EKF	2w_1000a_0.05	70123.6690416336
TPOT-MDR+EKF	2w_1000a_0.05	89987.95850634575
TPOT-MDR+EKF	2w_1000a_0.05	88077.87633395195
TPOT-MDR+EKF	2w_1000a_0.05	85801.57709908485
TPOT-MDR+EKF	2w_1000a_0.05	105974.97849392891
TPOT-MDR+EKF	2w_1000a_0.05	90190.3479487896
TPOT-MDR+EKF	2w_1000a_0.05	90577.65947675705
TPOT-MDR+EKF	2w_1000a_0.05	88454.36161637306
TPOT-MDR+EKF	2w_1000a_0.05	93498.40839314461
TPOT-MDR+EKF	2w_1000a_0.05	91401.03829932213
TPOT-MDR+EKF	2w_1000a_0.05	90167.16211819649
TPOT-MDR+EKF	2w_1000a_0.05	86444.1052582264
TPOT-MDR+EKF	2w_1000a_0.05	111966.68986654282
TPOT-MDR+EKF	2w_1000a_0.05	87494.04326915741
TPOT-MDR+EKF	2w_1000a_0.05	71340.17628931999
TPOT-MDR+EKF	2w_1000a_0.05	90401.60359454155
TPOT-MDR+EKF	2w_1000a_0.05	79730.99583673477
TPOT-MDR+EKF	2w_1000a_0.05	77249.94740533829
TPOT-MDR+EKF	2w_1000a_0.05	78959.80233621597
TPOT-MDR+EKF	2w_1000a_0.05	80434.66309595108
TPOT-MDR+EKF	2w_1000a_0.05	76153.56913423538
TPOT-MDR+EKF	2w_1000a_0.05	92613.92129969597
TPOT-MDR+EKF	2w_1000a_0.1	74906.05497169495
TPOT-MDR+EKF	2w_1000a_0.1	80033.15921020508
TPOT-MDR+EKF	2w_1000a_0.1	75917.69542145729
TPOT-MDR+EKF	2w_1000a_0.1	72859.1520371437
TPOT-MDR+EKF	2w_1000a_0.1	68139.6014316082
TPOT-MDR+EKF	2w_1000a_0.1	69520.37060284615
TPOT-MDR+EKF	2w_1000a_0.1	69951.96667933464
TPOT-MDR+EKF	2w_1000a_0.1	72858.38635134697
TPOT-MDR+EKF	2w_1000a_0.1	70110.9307911396
TPOT-MDR+EKF	2w_1000a_0.1	76608.66928386688
TPOT-MDR+EKF	2w_1000a_0.1	78243.08440423012
TPOT-MDR+EKF	2w_1000a_0.1	78735.95867013931
TPOT-MDR+EKF	2w_1000a_0.1	77022.00638747215
TPOT-MDR+EKF	2w_1000a_0.1	78728.24903297424
TPOT-MDR+EKF	2w_1000a_0.1	76794.44317507744
TPOT-MDR+EKF	2w_1000a_0.1	74306.6187183857
TPOT-MDR+EKF	2w_1000a_0.1	75116.76998376846
TPOT-MDR+EKF	2w_1000a_0.1	74509.75705623627
TPOT-MDR+EKF	2w_1000a_0.1	76127.51663303375
TPOT-MDR+EKF	2w_1000a_0.1	66756.5053498745
TPOT-MDR+EKF	2w_1000a_0.1	75381.30421686172
TPOT-MDR+EKF	2w_1000a_0.1	72620.23531532288
TPOT-MDR+EKF	2w_1000a_0.1	79575.15793704987
TPOT-MDR+EKF	2w_1000a_0.1	74948.87272500992
TPOT-MDR+EKF	2w_1000a_0.1	68241.30568051338
TPOT-MDR+EKF	2w_1000a_0.1	75496.86581468582
TPOT-MDR+EKF	2w_1000a_0.1	77248.41843867302
TPOT-MDR+EKF	2w_1000a_0.1	67280.38448500633
TPOT-MDR+EKF	2w_1000a_0.1	77241.3923676014
TPOT-MDR+EKF	2w_1000a_0.1	70627.12258219719
TPOT-MDR+EKF	2w_1000a_0.2	66932.76972413063
TPOT-MDR+EKF	2w_1000a_0.2	69562.78469467163
TPOT-MDR+EKF	2w_1000a_0.2	69068.25348973274
TPOT-MDR+EKF	2w_1000a_0.2	73339.99076986313
TPOT-MDR+EKF	2w_1000a_0.2	73566.04210829735
TPOT-MDR+EKF	2w_1000a_0.2	58876.20119428635
TPOT-MDR+EKF	2w_1000a_0.2	73959.46747684479
TPOT-MDR+EKF	2w_1000a_0.2	57654.14665412903
TPOT-MDR+EKF	2w_1000a_0.2	75707.50353622437
TPOT-MDR+EKF	2w_1000a_0.2	72823.0788488388
TPOT-MDR+EKF	2w_1000a_0.2	64744.00861930847
TPOT-MDR+EKF	2w_1000a_0.2	71227.11365222931
TPOT-MDR+EKF	2w_1000a_0.2	76956.8134689331
TPOT-MDR+EKF	2w_1000a_0.2	74257.81331825256
TPOT-MDR+EKF	2w_1000a_0.2	74328.50529360771
TPOT-MDR+EKF	2w_1000a_0.2	71000.56696653366
TPOT-MDR+EKF	2w_1000a_0.2	72428.04151201248
TPOT-MDR+EKF	2w_1000a_0.2	75538.81632232666
TPOT-MDR+EKF	2w_1000a_0.2	75358.66651272774
TPOT-MDR+EKF	2w_1000a_0.2	65642.34167075157
TPOT-MDR+EKF	2w_1000a_0.2	59777.4682404995
TPOT-MDR+EKF	2w_1000a_0.2	68901.22555780411
TPOT-MDR+EKF	2w_1000a_0.2	57485.1694111824
TPOT-MDR+EKF	2w_1000a_0.2	67167.69490766525
TPOT-MDR+EKF	2w_1000a_0.2	64501.13121533394
TPOT-MDR+EKF	2w_1000a_0.2	67635.985414505
TPOT-MDR+EKF	2w_1000a_0.2	60893.22149157524
TPOT-MDR+EKF	2w_1000a_0.2	70622.61762094498
TPOT-MDR+EKF	2w_1000a_0.2	74897.67870116234
TPOT-MDR+EKF	2w_1000a_0.2	74172.01419615746
TPOT-MDR+EKF	2w_1000a_0.4	52112.16174411774
TPOT-MDR+EKF	2w_1000a_0.4	64704.63207030296
TPOT-MDR+EKF	2w_1000a_0.4	88523.055945158
TPOT-MDR+EKF	2w_1000a_0.4	61018.264308691025
TPOT-MDR+EKF	2w_1000a_0.4	64473.00810146332
TPOT-MDR+EKF	2w_1000a_0.4	68979.1699950695
TPOT-MDR+EKF	2w_1000a_0.4	62866.18029713631
TPOT-MDR+EKF	2w_1000a_0.4	60084.144990205765
TPOT-MDR+EKF	2w_1000a_0.4	64223.46321797371
TPOT-MDR+EKF	2w_1000a_0.4	62197.380957603455
TPOT-MDR+EKF	2w_1000a_0.4	64012.4523601532
TPOT-MDR+EKF	2w_1000a_0.4	80214.9516158104
TPOT-MDR+EKF	2w_1000a_0.4	67886.19239926338
TPOT-MDR+EKF	2w_1000a_0.4	65293.37091565132
TPOT-MDR+EKF	2w_1000a_0.4	62700.150488615036
TPOT-MDR+EKF	2w_1000a_0.4	63557.913701057434
TPOT-MDR+EKF	2w_1000a_0.4	70542.86590838432
TPOT-MDR+EKF	2w_1000a_0.4	71126.3351225853
TPOT-MDR+EKF	2w_1000a_0.4	65024.980919122696
TPOT-MDR+EKF	2w_1000a_0.4	65377.77439928055
TPOT-MDR+EKF	2w_1000a_0.4	63560.03333878517
TPOT-MDR+EKF	2w_1000a_0.4	70469.07890152931
TPOT-MDR+EKF	2w_1000a_0.4	60569.049273729324
TPOT-MDR+EKF	2w_1000a_0.4	67745.33012914658
TPOT-MDR+EKF	2w_1000a_0.4	181485.67315125465
TPOT-MDR+EKF	2w_1000a_0.4	71460.42331409454
TPOT-MDR+EKF	2w_1000a_0.4	72791.86449670792
TPOT-MDR+EKF	2w_1000a_0.4	58465.07081103325
TPOT-MDR+EKF	2w_1000a_0.4	69511.13811635971
TPOT-MDR+EKF	2w_1000a_0.4	66388.69638323784
TPOT-MDR+EKF	2w_5000a_0.05	16362.169193029404
TPOT-MDR+EKF	2w_5000a_0.05	14918.23029255867
TPOT-MDR+EKF	2w_5000a_0.05	16381.267795085907
TPOT-MDR+EKF	2w_5000a_0.05	14317.665385246277
TPOT-MDR+EKF	2w_5000a_0.05	16698.945361852646
TPOT-MDR+EKF	2w_5000a_0.05	16543.99865102768
TPOT-MDR+EKF	2w_5000a_0.05	17105.004712820053
TPOT-MDR+EKF	2w_5000a_0.05	18315.30422616005
TPOT-MDR+EKF	2w_5000a_0.05	15605.0366024971
TPOT-MDR+EKF	2w_5000a_0.05	16297.785691022873
TPOT-MDR+EKF	2w_5000a_0.05	18159.07026028633
TPOT-MDR+EKF	2w_5000a_0.05	16094.77191066742
TPOT-MDR+EKF	2w_5000a_0.05	15615.341827630997
TPOT-MDR+EKF	2w_5000a_0.05	15119.540071964264
TPOT-MDR+EKF	2w_5000a_0.05	16035.509440422058
TPOT-MDR+EKF	2w_5000a_0.05	15664.440256595612
TPOT-MDR+EKF	2w_5000a_0.05	14523.325567483902
TPOT-MDR+EKF	2w_5000a_0.05	15469.59536242485
TPOT-MDR+EKF	2w_5000a_0.05	17569.8026740551
TPOT-MDR+EKF	2w_5000a_0.05	15014.207329034805
TPOT-MDR+EKF	2w_5000a_0.05	14511.999705553055
TPOT-MDR+EKF	2w_5000a_0.05	15994.479736804962
TPOT-MDR+EKF	2w_5000a_0.05	15714.052104711533
TPOT-MDR+EKF	2w_5000a_0.05	15954.777651309967
TPOT-MDR+EKF	2w_5000a_0.05	17217.726467609406
TPOT-MDR+EKF	2w_5000a_0.05	15397.578466415405
TPOT-MDR+EKF	2w_5000a_0.05	18180.89323282242
TPOT-MDR+EKF	2w_5000a_0.05	15571.427877426147
TPOT-MDR+EKF	2w_5000a_0.05	17105.659432649612
TPOT-MDR+EKF	2w_5000a_0.05	15819.597702741623
TPOT-MDR+EKF	2w_5000a_0.1	29906.245193481445
TPOT-MDR+EKF	2w_5000a_0.1	6662.192662239075
TPOT-MDR+EKF	2w_5000a_0.1	28514.092710256577
TPOT-MDR+EKF	2w_5000a_0.1	28040.547800064087
TPOT-MDR+EKF	2w_5000a_0.1	27264.570137023926
TPOT-MDR+EKF	2w_5000a_0.1	28259.633966207504
TPOT-MDR+EKF	2w_5000a_0.1	30434.609243392944
TPOT-MDR+EKF	2w_5000a_0.1	30199.690890312195
TPOT-MDR+EKF	2w_5000a_0.1	29571.559485197067
TPOT-MDR+EKF	2w_5000a_0.1	30247.497747659683
TPOT-MDR+EKF	2w_5000a_0.1	29129.25142645836
TPOT-MDR+EKF	2w_5000a_0.1	30228.58873820305
TPOT-MDR+EKF	2w_5000a_0.1	29353.178016901016
TPOT-MDR+EKF	2w_5000a_0.1	30430.778995275497
TPOT-MDR+EKF	2w_5000a_0.1	30004.544826745987
TPOT-MDR+EKF	2w_5000a_0.1	29893.9129011631
TPOT-MDR+EKF	2w_5000a_0.1	29549.809025764465
TPOT-MDR+EKF	2w_5000a_0.1	27595.17416214943
TPOT-MDR+EKF	2w_5000a_0.1	26650.81843471527
TPOT-MDR+EKF	2w_5000a_0.1	30423.118597507477
TPOT-MDR+EKF	2w_5000a_0.1	29285.972962141037
TPOT-MDR+EKF	2w_5000a_0.1	29870.233951568604
TPOT-MDR+EKF	2w_5000a_0.1	30427.24372124672
TPOT-MDR+EKF	2w_5000a_0.1	30254.577054977417
TPOT-MDR+EKF	2w_5000a_0.1	29692.007316827774
TPOT-MDR+EKF	2w_5000a_0.1	30270.784346580505
TPOT-MDR+EKF	2w_5000a_0.1	29357.828342199326
TPOT-MDR+EKF	2w_5000a_0.2	61222.6731877327
TPOT-MDR+EKF	2w_5000a_0.2	58294.22866463661
TPOT-MDR+EKF	2w_5000a_0.2	68911.75346589088
TPOT-MDR+EKF	2w_5000a_0.2	63284.3256649971
TPOT-MDR+EKF	2w_5000a_0.2	60323.29013800621
TPOT-MDR+EKF	2w_5000a_0.2	74626.2033598423
TPOT-MDR	2w_10a_0.05	1844.1610906124115
TPOT-MDR	2w_10a_0.05	1394.0411429405212
TPOT-MDR	2w_10a_0.05	1789.6126735210419
TPOT-MDR	2w_10a_0.05	1826.304925441742
TPOT-MDR	2w_10a_0.05	1817.2829203605652
TPOT-MDR	2w_10a_0.05	1798.0136168003082
TPOT-MDR	2w_10a_0.05	1812.2635025978088
TPOT-MDR	2w_10a_0.05	1827.224854707718
TPOT-MDR	2w_10a_0.05	1737.8055067062378
TPOT-MDR	2w_10a_0.05	10200.766900539398
TPOT-MDR	2w_10a_0.05	1741.741840839386
TPOT-MDR	2w_10a_0.05	1770.5265488624573
TPOT-MDR	2w_10a_0.05	1833.5855658054352
TPOT-MDR	2w_10a_0.05	1745.2286219596863
TPOT-MDR	2w_10a_0.05	1806.6998128890991
TPOT-MDR	2w_10a_0.05	1812.8905625343323
TPOT-MDR	2w_10a_0.05	1791.2526814937592
TPOT-MDR	2w_10a_0.05	1841.776874780655
TPOT-MDR	2w_10a_0.05	1763.2636215686798
TPOT-MDR	2w_10a_0.05	1423.1346764564514
TPOT-MDR	2w_10a_0.05	1444.5690982341766
TPOT-MDR	2w_10a_0.05	1463.6588163375854
TPOT-MDR	2w_10a_0.1	1700.6240916252136
TPOT-MDR	2w_10a_0.1	1681.3668687343597
TPOT-MDR	2w_10a_0.1	1751.2269141674042
TPOT-MDR	2w_10a_0.1	1661.4110324382782
TPOT-MDR	2w_10a_0.1	1677.6964049339294
TPOT-MDR	2w_10a_0.1	1683.7828147411346
TPOT-MDR	2w_10a_0.1	1589.3742084503174
TPOT-MDR	2w_10a_0.1	1691.1453695297241
TPOT-MDR	2w_10a_0.1	1672.4876623153687
TPOT-MDR	2w_10a_0.1	1721.716340303421
TPOT-MDR	2w_10a_0.1	1666.2128946781158
TPOT-MDR	2w_10a_0.1	1688.421148777008
TPOT-MDR	2w_10a_0.2	1860.5729904174805
TPOT-MDR	2w_10a_0.2	1924.5105154514313
TPOT-MDR	2w_10a_0.2	1845.9704070091248
TPOT-MDR	2w_10a_0.2	1930.6707127094269
TPOT-MDR	2w_10a_0.2	1851.800081729889
TPOT-MDR	2w_10a_0.2	1739.3352408409119
TPOT-MDR	2w_10a_0.2	1891.5751812458038
TPOT-MDR	2w_10a_0.2	1839.8645145893097
TPOT-MDR	2w_10a_0.2	1811.3753242492676
TPOT-MDR	2w_10a_0.2	1884.5362839698792
TPOT-MDR	2w_10a_0.2	1829.0144238471985
TPOT-MDR	2w_10a_0.2	1857.6903939247131
TPOT-MDR	2w_10a_0.2	1832.5939984321594
TPOT-MDR	2w_10a_0.2	1892.6514303684235
TPOT-MDR	2w_10a_0.2	1803.7628264427185
TPOT-MDR	2w_10a_0.2	70.68883419036865
TPOT-MDR	2w_10a_0.2	72.37864470481873
TPOT-MDR	2w_10a_0.2	73.11370205879211
TPOT-MDR	2w_10a_0.2	1983.4133081436157
TPOT-MDR	2w_10a_0.2	1905.1545906066895
TPOT-MDR	2w_10a_0.2	1920.385071516037
TPOT-MDR	2w_10a_0.2	1867.8178794384003
TPOT-MDR	2w_10a_0.2	1853.1231088638306
TPOT-MDR	2w_10a_0.2	1907.5218336582184
TPOT-MDR	2w_10a_0.4	2316.531757593155
TPOT-MDR	2w_10a_0.4	2343.6484739780426
TPOT-MDR	2w_10a_0.4	2387.333629131317
TPOT-MDR	2w_10a_0.4	2316.646210670471
TPOT-MDR	2w_10a_0.4	2245.7032494544983
TPOT-MDR	2w_10a_0.4	2340.7609305381775
TPOT-MDR	2w_10a_0.4	2389.1576404571533
TPOT-MDR	2w_10a_0.4	2375.4114434719086
TPOT-MDR	2w_10a_0.4	2217.816557407379
TPOT-MDR	2w_10a_0.4	2397.160571575165
TPOT-MDR	2w_10a_0.4	2553.3145995140076
TPOT-MDR	2w_10a_0.4	2283.8235580921173
TPOT-MDR	2w_10a_0.4	2394.0122499465942
TPOT-MDR	2w_10a_0.4	2391.3313601017
TPOT-MDR	2w_10a_0.4	2391.1915411949158
TPOT-MDR	2w_10a_0.4	2339.0229017734528
TPOT-MDR	2w_10a_0.4	1829.0201439857483
TPOT-MDR	2w_10a_0.4	1858.0357143878937
TPOT-MDR	2w_10a_0.4	2395.0457446575165
TPOT-MDR	2w_10a_0.4	1862.3853158950806
TPOT-MDR	2w_10a_0.4	2335.493031024933
TPOT-MDR	2w_10a_0.4	2345.3532700538635
TPOT-MDR	2w_10a_0.4	2285.967312335968
TPOT-MDR	2w_10a_0.4	2269.3683910369873
TPOT-MDR	2w_10a_0.4	2285.2640631198883
TPOT-MDR	2w_100a_0.05	1717.21733045578
TPOT-MDR	2w_100a_0.05	1770.25368642807
TPOT-MDR	2w_100a_0.1	2920.6144132614136
TPOT-MDR	2w_100a_0.1	2863.761113882065
TPOT-MDR	2w_100a_0.1	2690.4248609542847
TPOT-MDR	2w_100a_0.1	2849.3154418468475
TPOT-MDR	2w_100a_0.1	2841.352095603943
TPOT-MDR	2w_100a_0.1	2619.1487255096436
TPOT-MDR	2w_100a_0.1	2813.7163054943085
TPOT-MDR	2w_100a_0.1	2816.338479757309
TPOT-MDR	2w_100a_0.1	2912.1921989917755
TPOT-MDR	2w_100a_0.1	2829.40235042572
TPOT-MDR	2w_100a_0.1	2891.2819652557373
TPOT-MDR	2w_100a_0.1	2776.2439937591553
TPOT-MDR	2w_100a_0.1	2656.7537195682526
TPOT-MDR	2w_100a_0.1	2523.6839480400085
TPOT-MDR	2w_100a_0.1	2467.8751740455627
TPOT-MDR	2w_100a_0.1	2407.327091693878
TPOT-MDR	2w_100a_0.1	2513.368856906891
TPOT-MDR	2w_100a_0.1	2886.098895072937
TPOT-MDR	2w_100a_0.1	2834.279720067978
TPOT-MDR	2w_100a_0.1	2883.1134333610535
TPOT-MDR	2w_100a_0.1	2873.7833845615387
TPOT-MDR	2w_100a_0.1	2900.267741918564
TPOT-MDR	2w_100a_0.2	1375.173936367035
TPOT-MDR	2w_100a_0.2	1344.5646448135376
TPOT-MDR	2w_100a_0.2	1447.2607011795044
TPOT-MDR	2w_100a_0.4	2262.9127674102783
TPOT-MDR	2w_100a_0.4	2307.2232303619385
TPOT-MDR	2w_100a_0.4	2322.143874645233
TPOT-MDR	2w_100a_0.4	15039.112166643143
TPOT-MDR	2w_100a_0.4	2322.601076364517
TPOT-MDR	2w_100a_0.4	2266.4580883979797
TPOT-MDR	2w_100a_0.4	2364.112937927246
TPOT-MDR	2w_100a_0.4	2238.8273215293884
TPOT-MDR	2w_100a_0.4	2316.5184347629547
TPOT-MDR	2w_100a_0.4	2380.6621854305267
TPOT-MDR	2w_100a_0.4	2262.6237087249756
TPOT-MDR	2w_100a_0.4	2305.1925687789917
TPOT-MDR	2w_100a_0.4	2267.380773305893
